"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Bellinger, Cody","641355","2019","661","455",0.305,0.319,-0.014000000000000012,0.629,0.635,-0.006000000000000005,0.414,0.43,-0.016000000000000014
"Choo, Shin-Soo","425783","2019","660","399",0.265,0.263,0.0020000000000000018,0.455,0.474,-0.01899999999999996,0.353,0.362,-0.009000000000000008
"Donaldson, Josh","518626","2019","659","396",0.259,0.262,-0.0030000000000000027,0.521,0.53,-0.009000000000000008,0.377,0.385,-0.008000000000000007
"Soto, Juan","665742","2019","659","416",0.282,0.285,-0.0030000000000000027,0.548,0.575,-0.026999999999999913,0.394,0.409,-0.014999999999999958
"Martinez, J.D.","502110","2019","657","442",0.304,0.306,-0.0020000000000000018,0.557,0.575,-0.017999999999999905,0.386,0.399,-0.013000000000000012
"Eaton, Adam","594809","2019","656","472",0.279,0.256,0.02300000000000002,0.428,0.406,0.021999999999999964,0.342,0.328,0.014000000000000012
"Story, Trevor","596115","2019","656","417",0.294,0.26,0.033999999999999975,0.554,0.464,0.09000000000000002,0.38,0.341,0.03899999999999998
"Rosario, Amed","642708","2019","655","497",0.287,0.283,0.0040000000000000036,0.432,0.416,0.016000000000000014,0.318,0.317,0.0010000000000000009
"LeMahieu, DJ","518934","2019","655","517",0.327,0.317,0.010000000000000009,0.518,0.524,-0.006000000000000005,0.375,0.378,-0.0030000000000000027
"Pham, Tommy","502054","2019","654","445",0.273,0.27,0.0030000000000000027,0.45,0.455,-0.0050000000000000044,0.349,0.354,-0.0050000000000000044
"Lindor, Francisco","596019","2019","654","507",0.284,0.273,0.010999999999999954,0.518,0.464,0.05399999999999999,0.349,0.333,0.01599999999999996
"Fletcher, David","664058","2019","653","534",0.29,0.292,-0.0020000000000000018,0.384,0.371,0.013000000000000012,0.318,0.319,-0.0010000000000000009
"Andrus, Elvis","462101","2019","648","514",0.275,0.271,0.0040000000000000036,0.393,0.401,-0.008000000000000007,0.3,0.311,-0.01100000000000001
"Conforto, Michael","624424","2019","648","405",0.257,0.262,-0.0050000000000000044,0.494,0.507,-0.013000000000000012,0.358,0.371,-0.013000000000000012
"Rendon, Anthony","543685","2019","646","468",0.319,0.31,0.009000000000000008,0.598,0.59,0.008000000000000007,0.413,0.414,-0.0010000000000000009
"Pillar, Kevin","607680","2019","645","529",0.259,0.262,-0.0030000000000000027,0.432,0.411,0.02100000000000002,0.298,0.3,-0.0020000000000000018
"Brantley, Michael","488726","2019","637","513",0.311,0.293,0.018000000000000016,0.503,0.473,0.030000000000000027,0.367,0.357,0.010000000000000009
"Blackmon, Charlie","453568","2019","634","481",0.314,0.295,0.019000000000000017,0.576,0.525,0.050999999999999934,0.387,0.367,0.020000000000000018
"Bryant, Kris","592178","2019","634","400",0.282,0.247,0.034999999999999976,0.521,0.463,0.057999999999999996,0.379,0.349,0.030000000000000027
"Gordon, Alex","460086","2019","633","463",0.266,0.255,0.01100000000000001,0.396,0.422,-0.025999999999999968,0.319,0.33,-0.01100000000000001
"Calhoun, Kole","594777","2019","632","392",0.232,0.241,-0.00899999999999998,0.467,0.471,-0.003999999999999948,0.33,0.339,-0.009000000000000008
"Grandal, Yasmani","518735","2019","632","379",0.246,0.241,0.0050000000000000044,0.468,0.475,-0.006999999999999951,0.361,0.366,-0.0050000000000000044
"Grichuk, Randal","545341","2019","628","425",0.232,0.236,-0.003999999999999976,0.457,0.428,0.029000000000000026,0.307,0.304,0.0030000000000000027
"Marte, Ketel","606466","2019","628","485",0.329,0.3,0.029000000000000026,0.592,0.525,0.06699999999999995,0.405,0.375,0.030000000000000027
"Ahmed, Nick","605113","2019","625","456",0.254,0.256,-0.0020000000000000018,0.437,0.422,0.015000000000000013,0.315,0.321,-0.006000000000000005
"Cain, Lorenzo","456715","2019","623","460",0.26,0.287,-0.02699999999999997,0.372,0.414,-0.04199999999999998,0.302,0.335,-0.03300000000000003
"Segura, Jean","516416","2019","618","507",0.28,0.27,0.010000000000000009,0.42,0.401,0.01899999999999996,0.315,0.31,0.0050000000000000044
"García, Leury","544725","2019","618","452",0.279,0.242,0.03700000000000003,0.378,0.351,0.027000000000000024,0.294,0.272,0.021999999999999964
"Robles, Victor","645302","2019","617","417",0.255,0.231,0.023999999999999994,0.419,0.368,0.05099999999999999,0.317,0.294,0.02300000000000002
"Belt, Brandon","474832","2019","616","403",0.234,0.242,-0.00799999999999998,0.403,0.457,-0.05399999999999999,0.319,0.346,-0.02699999999999997
"Benintendi, Andrew","643217","2019","615","409",0.266,0.261,0.0050000000000000044,0.431,0.454,-0.02300000000000002,0.33,0.338,-0.008000000000000007
"Bell, Josh","605137","2019","613","416",0.277,0.285,-0.007999999999999952,0.569,0.561,0.007999999999999896,0.378,0.386,-0.008000000000000007
"Rizzo, Anthony","519203","2019","613","429",0.293,0.297,-0.0040000000000000036,0.52,0.487,0.03300000000000003,0.39,0.388,0.0020000000000000018
"Gurriel, Yuli","493329","2019","612","505",0.298,0.28,0.01799999999999996,0.541,0.415,0.12600000000000006,0.364,0.321,0.04299999999999998
"Puig, Yasiel","624577","2019","611","426",0.267,0.256,0.01100000000000001,0.458,0.451,0.007000000000000006,0.33,0.328,0.0020000000000000018
"Schwarber, Kyle","656941","2019","610","379",0.25,0.264,-0.014000000000000012,0.531,0.555,-0.02400000000000002,0.357,0.376,-0.019000000000000017
"Frazier, Adam","624428","2019","608","484",0.278,0.275,0.0030000000000000027,0.417,0.403,0.013999999999999957,0.32,0.318,0.0020000000000000018
"Votto, Joey","458015","2019","608","405",0.261,0.259,0.0020000000000000018,0.411,0.446,-0.03500000000000003,0.332,0.347,-0.014999999999999958
"Torres, Gleyber","650402","2019","604","424",0.278,0.259,0.019000000000000017,0.535,0.492,0.04300000000000004,0.358,0.34,0.01799999999999996
"Walker, Christian","572233","2019","603","375",0.259,0.262,-0.0030000000000000027,0.476,0.516,-0.040000000000000036,0.346,0.364,-0.018000000000000016
"Trout, Mike","545361","2019","600","354",0.291,0.31,-0.019000000000000017,0.645,0.678,-0.03300000000000003,0.436,0.46,-0.02400000000000002
"Núñez, Renato","600524","2019","599","402",0.244,0.252,-0.008000000000000007,0.46,0.471,-0.010999999999999954,0.323,0.335,-0.01200000000000001
"Kepler, Max","596146","2019","596","429",0.252,0.259,-0.007000000000000006,0.519,0.458,0.061,0.355,0.343,0.011999999999999955
"Realmuto, J.T.","592663","2019","593","423",0.275,0.273,0.0020000000000000018,0.493,0.469,0.02400000000000002,0.34,0.341,-0.0010000000000000009
"Meadows, Austin","640457","2019","591","399",0.291,0.282,0.009000000000000008,0.558,0.545,0.013000000000000012,0.38,0.375,0.0050000000000000044
"Rosario, Eddie","592696","2019","590","482",0.276,0.26,0.016000000000000014,0.5,0.494,0.006000000000000005,0.329,0.327,0.0020000000000000018
"Heyward, Jason","518792","2019","589","406",0.251,0.255,-0.0040000000000000036,0.429,0.396,0.032999999999999974,0.328,0.323,0.0050000000000000044
"Galvis, Freddy","520471","2019","589","415",0.26,0.235,0.025000000000000022,0.438,0.384,0.05399999999999999,0.307,0.28,0.02699999999999997
"Muncy, Max","571970","2019","589","342",0.251,0.261,-0.010000000000000009,0.515,0.51,0.0050000000000000044,0.372,0.38,-0.008000000000000007
"Marte, Starling","516782","2019","586","451",0.295,0.297,-0.0020000000000000018,0.503,0.507,-0.0040000000000000036,0.353,0.362,-0.009000000000000008
"Dozier, Hunter","641531","2019","586","380",0.279,0.26,0.019000000000000017,0.522,0.468,0.05399999999999999,0.36,0.338,0.021999999999999964
"Adames, Willy","642715","2019","584","382",0.254,0.25,0.0040000000000000036,0.418,0.437,-0.019000000000000017,0.313,0.32,-0.007000000000000006
"Moustakas, Mike","519058","2019","584","427",0.254,0.26,-0.006000000000000005,0.516,0.503,0.013000000000000012,0.348,0.35,-0.0020000000000000018
"Odor, Rougned","596059","2019","581","346",0.205,0.221,-0.016000000000000014,0.439,0.464,-0.025000000000000022,0.302,0.321,-0.019000000000000017
"Yelich, Christian","592885","2019","580","374",0.329,0.314,0.015000000000000013,0.671,0.629,0.04200000000000004,0.442,0.429,0.013000000000000012
"Fowler, Dexter","451594","2019","574","350",0.238,0.25,-0.01200000000000001,0.409,0.421,-0.01200000000000001,0.326,0.34,-0.014000000000000012
"Turner, Trea","607208","2019","569","410",0.298,0.279,0.01899999999999996,0.497,0.455,0.04199999999999998,0.356,0.339,0.01699999999999996
"McNeil, Jeff","643446","2019","567","436",0.318,0.283,0.03500000000000003,0.531,0.465,0.066,0.384,0.35,0.03400000000000003
"Bradley Jr., Jackie","598265","2019","567","344",0.225,0.228,-0.0030000000000000027,0.421,0.417,0.0040000000000000036,0.314,0.318,-0.0040000000000000036
"Smith, Mallex","605480","2019","566","372",0.227,0.202,0.024999999999999994,0.335,0.285,0.050000000000000044,0.278,0.256,0.02200000000000002
"Báez, Javier","595879","2019","561","377",0.281,0.26,0.02100000000000002,0.531,0.5,0.031000000000000028,0.347,0.332,0.014999999999999958
"Crawford, Brandon","543063","2019","560","387",0.228,0.238,-0.009999999999999981,0.35,0.395,-0.04500000000000004,0.281,0.306,-0.024999999999999967
"Moncada, Yoán","660162","2019","559","361",0.315,0.282,0.03300000000000003,0.548,0.518,0.030000000000000027,0.379,0.358,0.02100000000000002
"Vogelbach, Daniel","596129","2019","558","315",0.208,0.224,-0.016000000000000014,0.439,0.44,-0.0010000000000000009,0.333,0.345,-0.011999999999999955
"Springer, George","543807","2019","556","370",0.292,0.283,0.009000000000000008,0.591,0.578,0.013000000000000012,0.4,0.4,0
"Sánchez, Yolmer","570560","2019","555","389",0.252,0.23,0.021999999999999992,0.321,0.315,0.006000000000000005,0.281,0.274,0.007000000000000006
"Reddick, Josh","502210","2019","550","445",0.275,0.275,0,0.409,0.398,0.010999999999999954,0.308,0.316,-0.008000000000000007
"Gardner, Brett","458731","2019","550","386",0.251,0.235,0.016000000000000014,0.503,0.367,0.136,0.344,0.299,0.044999999999999984
"Alberto, Hanser","593643","2019","550","480",0.305,0.279,0.025999999999999968,0.422,0.392,0.02999999999999997,0.318,0.3,0.018000000000000016
"Wong, Kolten","543939","2019","549","406",0.285,0.242,0.04299999999999998,0.423,0.349,0.07400000000000001,0.334,0.297,0.03700000000000003
"Turner, Justin","457759","2019","549","396",0.29,0.286,0.0040000000000000036,0.509,0.516,-0.007000000000000006,0.37,0.377,-0.007000000000000006
"Ozuna, Marcell","542303","2019","549","372",0.241,0.284,-0.04299999999999998,0.472,0.532,-0.06000000000000005,0.336,0.378,-0.04199999999999998
"Cabrera, Miguel","408234","2019","549","390",0.282,0.271,0.010999999999999954,0.398,0.436,-0.03799999999999998,0.318,0.331,-0.013000000000000012
"Altuve, Jose","514888","2019","548","422",0.298,0.268,0.02999999999999997,0.55,0.484,0.06600000000000006,0.374,0.344,0.030000000000000027
"Reyes, Franmil","614177","2019","548","345",0.249,0.259,-0.010000000000000009,0.512,0.535,-0.02300000000000002,0.338,0.359,-0.020999999999999963
"Olson, Matt","621566","2019","547","346",0.267,0.278,-0.01100000000000001,0.545,0.578,-0.03299999999999992,0.368,0.388,-0.020000000000000018
"Reynolds, Bryan","668804","2019","546","373",0.314,0.293,0.02100000000000002,0.503,0.474,0.029000000000000026,0.371,0.359,0.01200000000000001
"Arcia, Orlando","606115","2019","546","393",0.223,0.222,0.0010000000000000009,0.35,0.351,-0.0010000000000000009,0.269,0.277,-0.008000000000000007
"Swanson, Dansby","621020","2019","545","365",0.251,0.271,-0.020000000000000018,0.422,0.477,-0.05499999999999999,0.317,0.35,-0.032999999999999974
"Pujols, Albert","405395","2019","545","431",0.244,0.251,-0.007000000000000006,0.43,0.428,0.0020000000000000018,0.308,0.319,-0.01100000000000001
"Ramírez, José","608070","2019","542","414",0.255,0.267,-0.01200000000000001,0.479,0.461,0.01799999999999996,0.334,0.342,-0.008000000000000007
"Seager, Corey","608369","2019","541","395",0.272,0.257,0.015000000000000013,0.483,0.459,0.023999999999999966,0.34,0.331,0.009000000000000008
"McMahon, Ryan","641857","2019","539","322",0.25,0.243,0.007000000000000006,0.45,0.429,0.02100000000000002,0.33,0.325,0.0050000000000000044
"Davis, Khris","501981","2019","533","337",0.22,0.232,-0.01200000000000001,0.387,0.435,-0.04799999999999999,0.289,0.317,-0.028000000000000025
"Newman, Kevin","621028","2019","531","434",0.308,0.273,0.034999999999999976,0.446,0.374,0.07200000000000001,0.339,0.303,0.03600000000000003
"García, Avisaíl","541645","2019","530","367",0.282,0.271,0.010999999999999954,0.464,0.492,-0.02799999999999997,0.334,0.343,-0.009000000000000008
"Iglesias, Jose","578428","2019","530","437",0.288,0.264,0.023999999999999966,0.407,0.36,0.046999999999999986,0.306,0.284,0.02200000000000002
"Jones, Adam","430945","2019","528","387",0.26,0.257,0.0030000000000000027,0.414,0.432,-0.018000000000000016,0.308,0.319,-0.01100000000000001
"Rojas, Miguel","500743","2019","526","427",0.284,0.271,0.012999999999999956,0.379,0.37,0.009000000000000008,0.305,0.303,0.0020000000000000018
"Ramos, Wilson","467092","2019","524","407",0.288,0.262,0.025999999999999968,0.416,0.398,0.01799999999999996,0.327,0.314,0.013000000000000012
"Cruz, Nelson","443558","2019","521","326",0.311,0.29,0.02100000000000002,0.639,0.637,0.0020000000000000018,0.417,0.415,0.0020000000000000018
"Vázquez, Christian","543877","2019","521","387",0.276,0.251,0.025000000000000022,0.477,0.442,0.034999999999999976,0.331,0.313,0.018000000000000016
"Anderson, Brian","605119","2019","520","348",0.261,0.253,0.008000000000000007,0.468,0.454,0.014000000000000012,0.342,0.34,0.0020000000000000018
"Anderson, Tim","641313","2019","518","391",0.335,0.283,0.052000000000000046,0.508,0.45,0.057999999999999996,0.363,0.321,0.04199999999999998
"Profar, Jurickson","595777","2019","518","387",0.218,0.25,-0.032,0.41,0.431,-0.02100000000000002,0.301,0.328,-0.027000000000000024
"Cabrera, Asdrúbal","452678","2019","514","351",0.26,0.238,0.02200000000000002,0.441,0.408,0.03300000000000003,0.331,0.317,0.014000000000000012
"Guerrero Jr., Vladimir","665489","2019","514","375",0.272,0.261,0.01100000000000001,0.433,0.44,-0.007000000000000006,0.329,0.333,-0.0040000000000000036
"Pederson, Joc","592626","2019","514","341",0.249,0.249,0,0.538,0.479,0.05900000000000005,0.362,0.347,0.015000000000000013
"Santana, Danny","542454","2019","511","328",0.283,0.277,0.00599999999999995,0.534,0.504,0.030000000000000027,0.352,0.345,0.007000000000000006
"Kipnis, Jason","543401","2019","511","381",0.245,0.256,-0.01100000000000001,0.41,0.419,-0.009000000000000008,0.301,0.316,-0.015000000000000013
"Voit, Luke","572228","2019","510","288",0.263,0.249,0.014000000000000012,0.464,0.502,-0.03799999999999998,0.36,0.368,-0.008000000000000007
"Longoria, Evan","446334","2019","508","346",0.254,0.269,-0.015000000000000013,0.437,0.491,-0.05399999999999999,0.322,0.351,-0.02899999999999997
"Braun, Ryan","460075","2019","508","357",0.285,0.266,0.01899999999999996,0.505,0.47,0.03500000000000003,0.354,0.339,0.014999999999999958
"Santana, Domingo","570267","2019","507","289",0.253,0.25,0.0030000000000000027,0.441,0.478,-0.03699999999999998,0.326,0.342,-0.016000000000000014
"Jiménez, Eloy","650391","2019","504","336",0.267,0.261,0.006000000000000005,0.513,0.515,-0.0020000000000000018,0.343,0.347,-0.003999999999999948
"Moran, Colin","592567","2019","503","353",0.277,0.26,0.017000000000000015,0.429,0.437,-0.008000000000000007,0.315,0.314,0.0010000000000000009
"Kingery, Scott","664068","2019","500","314",0.258,0.246,0.01200000000000001,0.474,0.434,0.03999999999999998,0.329,0.316,0.013000000000000012
"Smoak, Justin","475253","2019","500","309",0.208,0.249,-0.04100000000000001,0.406,0.491,-0.08499999999999996,0.323,0.368,-0.044999999999999984
"Cron, C.J.","543068","2019","499","353",0.253,0.274,-0.02100000000000002,0.469,0.548,-0.07900000000000007,0.325,0.366,-0.04099999999999998
"Frazier, Todd","453943","2019","499","341",0.251,0.234,0.016999999999999987,0.443,0.408,0.03500000000000003,0.328,0.313,0.015000000000000013
"Canha, Mark","592192","2019","497","305",0.273,0.245,0.028000000000000025,0.517,0.465,0.05199999999999999,0.386,0.362,0.02400000000000002
"Renfroe, Hunter","592669","2019","494","292",0.216,0.22,-0.0040000000000000036,0.489,0.455,0.033999999999999975,0.32,0.314,0.006000000000000005
"Carpenter, Matt","572761","2019","492","293",0.226,0.216,0.010000000000000009,0.392,0.403,-0.01100000000000001,0.315,0.321,-0.006000000000000005
"Panik, Joe","605412","2019","491","397",0.244,0.253,-0.009000000000000008,0.336,0.374,-0.03799999999999998,0.284,0.306,-0.02200000000000002
"Myers, Wil","571976","2019","490","269",0.239,0.23,0.00899999999999998,0.418,0.43,-0.01200000000000001,0.316,0.319,-0.0030000000000000027
"Choi, Ji Man","596847","2019","487","309",0.261,0.26,0.0010000000000000009,0.459,0.492,-0.032999999999999974,0.348,0.365,-0.017000000000000015
"Encarnación, Edwin","429665","2019","486","318",0.244,0.245,-0.0010000000000000009,0.531,0.52,0.01100000000000001,0.362,0.365,-0.0030000000000000027
"Grossman, Robbie","543257","2019","482","336",0.24,0.263,-0.02300000000000002,0.348,0.382,-0.03400000000000003,0.299,0.326,-0.027000000000000024
"Mercado, Óscar","640458","2019","482","365",0.269,0.259,0.010000000000000009,0.443,0.401,0.04199999999999998,0.321,0.308,0.013000000000000012
"Dozier, Brian","572821","2019","482","312",0.238,0.235,0.0030000000000000027,0.43,0.426,0.0040000000000000036,0.329,0.33,-0.0010000000000000009
"Desmond, Ian","435622","2019","482","327",0.255,0.27,-0.015000000000000013,0.479,0.478,0.0010000000000000009,0.328,0.339,-0.01100000000000001
"Narváez, Omar","553882","2019","482","339",0.278,0.259,0.019000000000000017,0.46,0.429,0.031000000000000028,0.345,0.33,0.014999999999999958
"Laureano, Ramón","657656","2019","481","320",0.288,0.268,0.019999999999999962,0.521,0.484,0.03700000000000003,0.356,0.342,0.013999999999999957
"Kiermaier, Kevin","595281","2019","480","345",0.228,0.243,-0.014999999999999986,0.398,0.395,0.0030000000000000027,0.284,0.296,-0.01200000000000001
"Murphy, Daniel","502517","2019","478","368",0.279,0.249,0.030000000000000027,0.452,0.369,0.08300000000000002,0.328,0.29,0.038000000000000034
"McCann, James","543510","2019","476","303",0.273,0.257,0.016000000000000014,0.46,0.447,0.013000000000000012,0.333,0.323,0.010000000000000009
"Urshela, Gio","570482","2019","476","359",0.314,0.286,0.028000000000000025,0.534,0.497,0.03700000000000003,0.369,0.348,0.02100000000000002
"Goodrum, Niko","592348","2019","472","287",0.248,0.237,0.01100000000000001,0.421,0.387,0.033999999999999975,0.315,0.303,0.01200000000000001
"Markakis, Nick","455976","2019","469","361",0.285,0.298,-0.013000000000000012,0.42,0.43,-0.010000000000000009,0.332,0.35,-0.01799999999999996
"Mazara, Nomar","608577","2019","469","327",0.268,0.266,0.0020000000000000018,0.469,0.483,-0.014000000000000012,0.327,0.338,-0.01100000000000001
"Alfaro, Jorge","595751","2019","465","279",0.262,0.251,0.01100000000000001,0.425,0.46,-0.03500000000000003,0.312,0.324,-0.01200000000000001
"Hernández, Teoscar","606192","2019","464","265",0.23,0.215,0.015000000000000013,0.472,0.447,0.024999999999999967,0.325,0.312,0.013000000000000012
"Schoop, Jonathan","570731","2019","464","318",0.256,0.25,0.006000000000000005,0.473,0.438,0.034999999999999976,0.324,0.314,0.010000000000000009
"Gonzalez, Marwin","503556","2019","463","328",0.264,0.262,0.0020000000000000018,0.414,0.436,-0.02200000000000002,0.313,0.323,-0.010000000000000009
"Hernández, Enrique","571771","2019","460","321",0.237,0.239,-0.0020000000000000018,0.411,0.398,0.012999999999999956,0.301,0.304,-0.0030000000000000027
"Thames, Eric","519346","2019","459","258",0.247,0.222,0.024999999999999994,0.505,0.429,0.07600000000000001,0.354,0.324,0.02999999999999997
"Goodwin, Brian","571718","2019","458","288",0.262,0.231,0.031,0.47,0.405,0.06499999999999995,0.332,0.303,0.029000000000000026
"Davis, J.D.","605204","2019","453","315",0.307,0.308,-0.0010000000000000009,0.527,0.541,-0.014000000000000012,0.373,0.383,-0.010000000000000009
"Dyson, Jarrod","502481","2019","452","317",0.23,0.22,0.010000000000000009,0.32,0.294,0.026000000000000023,0.281,0.273,0.008000000000000007
"Molina, Yadier","425877","2019","452","366",0.27,0.271,-0.0010000000000000009,0.399,0.435,-0.035999999999999976,0.303,0.322,-0.019000000000000017
"Pérez, Roberto","547379","2019","449","273",0.239,0.222,0.016999999999999987,0.452,0.444,0.008000000000000007,0.326,0.321,0.0050000000000000044
"Judge, Aaron","592450","2019","447","238",0.272,0.278,-0.006000000000000005,0.54,0.582,-0.041999999999999926,0.382,0.402,-0.020000000000000018
"Drury, Brandon","592273","2019","447","308",0.218,0.246,-0.027999999999999997,0.38,0.423,-0.04299999999999998,0.271,0.306,-0.034999999999999976
"Tapia, Raimel","606132","2019","447","326",0.275,0.251,0.02400000000000002,0.415,0.371,0.043999999999999984,0.307,0.285,0.02200000000000002
"Sánchez, Gary","596142","2019","446","272",0.232,0.251,-0.01899999999999999,0.525,0.564,-0.038999999999999924,0.346,0.373,-0.027000000000000024
"Ramírez, Harold","623912","2019","446","331",0.276,0.263,0.013000000000000012,0.416,0.401,0.014999999999999958,0.308,0.301,0.007000000000000006
"Posey, Buster","457763","2019","445","336",0.257,0.248,0.009000000000000008,0.368,0.408,-0.03999999999999998,0.298,0.31,-0.01200000000000001
"Seager, Kyle","572122","2019","443","309",0.239,0.258,-0.019000000000000017,0.468,0.487,-0.01899999999999996,0.332,0.35,-0.01799999999999996
"Mondesi, Adalberto","609275","2019","443","292",0.263,0.233,0.03,0.424,0.382,0.04199999999999998,0.298,0.283,0.015000000000000013
"Sogard, Eric","519299","2019","442","339",0.29,0.267,0.022999999999999965,0.457,0.376,0.08100000000000002,0.342,0.31,0.03200000000000003
"Margot, Manuel","622534","2019","441","313",0.234,0.221,0.013000000000000012,0.387,0.329,0.057999999999999996,0.296,0.276,0.019999999999999962
"Sanó, Miguel","593934","2019","439","222",0.247,0.235,0.01200000000000001,0.576,0.55,0.025999999999999912,0.378,0.368,0.010000000000000009
"Chirinos, Robinson","455139","2019","437","248",0.238,0.214,0.023999999999999994,0.443,0.391,0.05199999999999999,0.336,0.316,0.020000000000000018
"Biggio, Cavan","624415","2019","430","233",0.234,0.239,-0.004999999999999977,0.429,0.424,0.0050000000000000044,0.343,0.346,-0.002999999999999947
"Franco, Maikel","596748","2019","428","331",0.234,0.245,-0.010999999999999982,0.409,0.42,-0.01100000000000001,0.281,0.298,-0.01699999999999996
"Ohtani, Shohei","660271","2019","425","278",0.286,0.28,0.00599999999999995,0.505,0.487,0.018000000000000016,0.352,0.35,0.0020000000000000018
"Simmons, Andrelton","592743","2019","424","361",0.264,0.243,0.02100000000000002,0.364,0.327,0.03699999999999998,0.29,0.273,0.01699999999999996
"Bauers, Jake","641343","2019","423","260",0.226,0.222,0.0040000000000000036,0.371,0.352,0.019000000000000017,0.296,0.293,0.0030000000000000027
"Peralta, David","444482","2019","423","296",0.275,0.246,0.029000000000000026,0.461,0.379,0.08200000000000002,0.338,0.304,0.03400000000000003
"Canó, Robinson","429664","2019","423","324",0.256,0.28,-0.02400000000000002,0.428,0.448,-0.020000000000000018,0.308,0.33,-0.02200000000000002
