"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Devers, Rafael","646240","2021","664","452",0.279,0.291,-0.011999999999999955,0.538,0.567,-0.028999999999999915,0.373,0.394,-0.02100000000000002
"Riley, Austin","663586","2021","662","430",0.303,0.281,0.021999999999999964,0.531,0.511,0.020000000000000018,0.379,0.366,0.013000000000000012
"Santana, Carlos","467793","2021","659","468",0.214,0.244,-0.03,0.342,0.421,-0.07899999999999996,0.294,0.335,-0.041000000000000036
"Abreu, José","547989","2021","659","433",0.261,0.252,0.009000000000000008,0.481,0.457,0.023999999999999966,0.354,0.349,0.0050000000000000044
"Soto, Juan","665742","2021","654","414",0.313,0.305,0.008000000000000007,0.534,0.545,-0.01100000000000001,0.42,0.429,-0.009000000000000008
"Swanson, Dansby","621020","2021","653","429",0.248,0.251,-0.0030000000000000027,0.449,0.455,-0.006000000000000005,0.322,0.332,-0.010000000000000009
"Arenado, Nolan","571448","2021","653","504",0.255,0.248,0.007000000000000006,0.494,0.42,0.07400000000000001,0.336,0.311,0.025000000000000022
"France, Ty","664034","2021","650","471",0.291,0.27,0.020999999999999963,0.445,0.435,0.010000000000000009,0.353,0.346,0.007000000000000006
"Turner, Trea","607208","2021","646","489",0.328,0.304,0.02400000000000002,0.536,0.485,0.051000000000000045,0.386,0.364,0.02200000000000002
"Reynolds, Bryan","668804","2021","646","444",0.302,0.294,0.008000000000000007,0.522,0.523,-0.0010000000000000009,0.385,0.386,-0.0010000000000000009
"Polanco, Jorge","593871","2021","644","476",0.269,0.267,0.0020000000000000018,0.503,0.488,0.015000000000000013,0.349,0.348,0.0010000000000000009
"Cronenworth, Jake","630105","2021","643","483",0.266,0.276,-0.010000000000000009,0.46,0.443,0.017000000000000015,0.341,0.344,-0.002999999999999947
"Lowe, Nathaniel","663993","2021","642","398",0.264,0.236,0.028000000000000025,0.415,0.401,0.013999999999999957,0.337,0.323,0.014000000000000012
"Machado, Manny","592518","2021","640","473",0.278,0.295,-0.01699999999999996,0.489,0.531,-0.04200000000000004,0.35,0.38,-0.030000000000000027
"Correa, Carlos","621043","2021","640","445",0.279,0.296,-0.01699999999999996,0.485,0.482,0.0030000000000000027,0.364,0.373,-0.009000000000000008
"Frazier, Adam","624428","2021","639","512",0.305,0.288,0.017000000000000015,0.411,0.376,0.034999999999999976,0.341,0.324,0.017000000000000015
"Ohtani, Shohei","660271","2021","639","350",0.257,0.266,-0.009000000000000008,0.592,0.612,-0.020000000000000018,0.393,0.408,-0.014999999999999958
"Straw, Myles","664702","2021","638","448",0.271,0.256,0.015000000000000013,0.348,0.333,0.014999999999999958,0.311,0.303,0.008000000000000007
"Alonso, Pete","624413","2021","637","438",0.262,0.271,-0.009000000000000008,0.519,0.542,-0.02300000000000002,0.363,0.377,-0.014000000000000012
"Hernández, César","514917","2021","637","438",0.232,0.243,-0.010999999999999982,0.386,0.386,0,0.302,0.311,-0.009000000000000008
"Ramírez, José","608070","2021","636","470",0.266,0.283,-0.01699999999999996,0.538,0.508,0.030000000000000027,0.372,0.376,-0.0040000000000000036
"Martinez, J.D.","502110","2021","634","425",0.286,0.288,-0.0020000000000000018,0.518,0.533,-0.015000000000000013,0.364,0.374,-0.010000000000000009
"Judge, Aaron","592450","2021","633","397",0.287,0.308,-0.02100000000000002,0.544,0.594,-0.04999999999999993,0.387,0.418,-0.030999999999999972
"India, Jonathan","663697","2021","631","396",0.269,0.254,0.015000000000000013,0.459,0.436,0.02300000000000002,0.363,0.352,0.01100000000000001
"Candelario, Jeimer","600869","2021","626","422",0.271,0.278,-0.007000000000000006,0.443,0.462,-0.019000000000000017,0.344,0.356,-0.01200000000000001
"Canha, Mark","592192","2021","625","393",0.231,0.231,0,0.387,0.378,0.009000000000000008,0.333,0.332,0.0010000000000000009
"Chapman, Matt","656305","2021","622","336",0.21,0.209,0.0010000000000000009,0.403,0.423,-0.019999999999999962,0.311,0.321,-0.010000000000000009
"García, Adolis","666969","2021","622","391",0.243,0.22,0.022999999999999993,0.454,0.422,0.03200000000000003,0.314,0.299,0.015000000000000013
"Carlson, Dylan","666185","2021","619","399",0.266,0.247,0.019000000000000017,0.437,0.407,0.030000000000000027,0.336,0.322,0.014000000000000012
"Gallo, Joey","608336","2021","616","286",0.199,0.199,0,0.458,0.46,-0.0020000000000000018,0.348,0.352,-0.0040000000000000036
"Mancini, Trey","641820","2021","616","414",0.255,0.266,-0.01100000000000001,0.432,0.452,-0.020000000000000018,0.326,0.341,-0.015000000000000013
"Moncada, Yoán","660162","2021","616","365",0.263,0.261,0.0020000000000000018,0.412,0.426,-0.014000000000000012,0.347,0.353,-0.006000000000000005
"Lowe, Brandon","664040","2021","615","371",0.247,0.249,-0.0020000000000000018,0.523,0.499,0.02400000000000002,0.363,0.36,0.0030000000000000027
"Turner, Justin","457759","2021","612","441",0.278,0.27,0.008000000000000007,0.471,0.47,0.0010000000000000009,0.358,0.359,-0.0010000000000000009
"Gurriel, Yuli","493329","2021","605","474",0.319,0.271,0.04799999999999999,0.462,0.386,0.07600000000000001,0.363,0.326,0.03699999999999998
"Verdugo, Alex","657077","2021","604","453",0.289,0.284,0.0050000000000000044,0.426,0.441,-0.015000000000000013,0.334,0.34,-0.006000000000000005
"Arozarena, Randy","668227","2021","604","364",0.274,0.222,0.05200000000000002,0.459,0.369,0.09000000000000002,0.35,0.304,0.045999999999999985
"Bogaerts, Xander","593428","2021","603","423",0.295,0.28,0.014999999999999958,0.493,0.468,0.024999999999999967,0.368,0.359,0.009000000000000008
"Soler, Jorge","624585","2021","602","379",0.223,0.25,-0.026999999999999996,0.432,0.494,-0.062,0.323,0.359,-0.035999999999999976
"Escobar, Eduardo","500871","2021","599","426",0.253,0.249,0.0040000000000000036,0.472,0.453,0.01899999999999996,0.334,0.328,0.006000000000000005
"Harper, Bryce","547180","2021","599","360",0.309,0.301,0.008000000000000007,0.615,0.609,0.006000000000000005,0.431,0.43,0.0010000000000000009
"Alvarez, Yordan","670541","2021","598","395",0.277,0.279,-0.0020000000000000018,0.531,0.57,-0.038999999999999924,0.369,0.389,-0.020000000000000018
"McMahon, Ryan","641857","2021","596","386",0.254,0.244,0.010000000000000009,0.449,0.426,0.02300000000000002,0.334,0.325,0.009000000000000008
"Story, Trevor","596115","2021","595","392",0.251,0.245,0.006000000000000005,0.471,0.45,0.020999999999999963,0.341,0.335,0.006000000000000005
"Hernández, Teoscar","606192","2021","595","404",0.296,0.284,0.01200000000000001,0.524,0.537,-0.013000000000000012,0.369,0.37,-0.0010000000000000009
"Muncy, Max","571970","2021","592","378",0.249,0.271,-0.02200000000000002,0.527,0.58,-0.052999999999999936,0.379,0.407,-0.02799999999999997
"Meadows, Austin","640457","2021","591","404",0.234,0.24,-0.005999999999999978,0.458,0.425,0.03300000000000003,0.327,0.326,0.0010000000000000009
"Rosario, Amed","642708","2021","588","434",0.282,0.267,0.014999999999999958,0.409,0.368,0.04099999999999998,0.315,0.3,0.015000000000000013
"Bryant, Kris","592178","2021","586","380",0.265,0.26,0.0050000000000000044,0.481,0.449,0.03199999999999997,0.356,0.346,0.010000000000000009
"Mountcastle, Ryan","663624","2021","586","380",0.255,0.245,0.010000000000000009,0.487,0.457,0.02999999999999997,0.335,0.326,0.009000000000000008
"Walsh, Jared","665120","2021","585","381",0.277,0.256,0.02100000000000002,0.509,0.434,0.07500000000000001,0.357,0.326,0.030999999999999972
"Castellanos, Nick","592206","2021","585","416",0.309,0.293,0.016000000000000014,0.576,0.535,0.040999999999999925,0.391,0.374,0.017000000000000015
"Hernández, Enrique","571771","2021","585","405",0.25,0.253,-0.0030000000000000027,0.449,0.455,-0.006000000000000005,0.338,0.346,-0.007999999999999952
"Cruz, Nelson","443558","2021","584","396",0.265,0.264,0.0010000000000000009,0.497,0.512,-0.015000000000000013,0.346,0.363,-0.017000000000000015
"Taylor, Chris","621035","2021","582","344",0.254,0.237,0.017000000000000015,0.438,0.422,0.016000000000000014,0.338,0.329,0.009000000000000008
"Blackmon, Charlie","453568","2021","582","426",0.27,0.291,-0.020999999999999963,0.411,0.45,-0.039000000000000035,0.333,0.359,-0.025999999999999968
"Stanton, Giancarlo","519317","2021","579","356",0.273,0.262,0.01100000000000001,0.516,0.498,0.018000000000000016,0.37,0.363,0.007000000000000006
"Rizzo, Anthony","519203","2021","576","414",0.248,0.261,-0.013000000000000012,0.44,0.434,0.006000000000000005,0.339,0.347,-0.007999999999999952
"Suárez, Eugenio","553993","2021","574","339",0.198,0.215,-0.016999999999999987,0.428,0.455,-0.027000000000000024,0.306,0.326,-0.020000000000000018
"McCutchen, Andrew","457705","2021","574","357",0.222,0.24,-0.017999999999999988,0.444,0.431,0.013000000000000012,0.335,0.344,-0.008999999999999952
"Renfroe, Hunter","592669","2021","572","397",0.259,0.26,-0.0010000000000000009,0.501,0.506,-0.0050000000000000044,0.344,0.354,-0.010000000000000009
"Urías, Luis","649966","2021","570","378",0.249,0.241,0.008000000000000007,0.445,0.427,0.018000000000000016,0.34,0.333,0.007000000000000006
"Bell, Josh","605137","2021","568","400",0.261,0.277,-0.016000000000000014,0.476,0.488,-0.01200000000000001,0.352,0.367,-0.015000000000000013
"Tucker, Kyle","663656","2021","567","421",0.294,0.303,-0.009000000000000008,0.557,0.576,-0.018999999999999906,0.383,0.396,-0.013000000000000012
"Segura, Jean","516416","2021","567","441",0.29,0.266,0.023999999999999966,0.436,0.396,0.03999999999999998,0.338,0.319,0.019000000000000017
"Hosmer, Eric","543333","2021","565","413",0.269,0.268,0.0010000000000000009,0.395,0.406,-0.01100000000000001,0.319,0.326,-0.007000000000000006
"Lopez, Nicky","670032","2021","565","438",0.3,0.239,0.061,0.378,0.305,0.07300000000000001,0.329,0.283,0.04600000000000004
"Pham, Tommy","502054","2021","561","351",0.229,0.253,-0.023999999999999994,0.383,0.438,-0.05499999999999999,0.318,0.35,-0.03199999999999997
"Harrison, Josh","543281","2021","558","433",0.279,0.278,0.0010000000000000009,0.4,0.42,-0.019999999999999962,0.325,0.333,-0.008000000000000007
"Adames, Willy","642715","2021","555","342",0.262,0.236,0.026000000000000023,0.481,0.438,0.04299999999999998,0.349,0.325,0.023999999999999966
"Duvall, Adam","594807","2021","555","342",0.228,0.227,0.0010000000000000009,0.491,0.499,-0.008000000000000007,0.324,0.33,-0.006000000000000005
"Newman, Kevin","621028","2021","554","485",0.226,0.255,-0.028999999999999998,0.309,0.33,-0.02100000000000002,0.249,0.275,-0.026000000000000023
"Anderson, Tim","641313","2021","551","409",0.309,0.278,0.030999999999999972,0.469,0.442,0.02699999999999997,0.345,0.324,0.020999999999999963
"Rojas, Josh","668942","2021","550","351",0.264,0.232,0.032,0.411,0.352,0.059,0.327,0.295,0.03200000000000003
"Betts, Mookie","605141","2021","550","385",0.264,0.263,0.0010000000000000009,0.487,0.445,0.04199999999999998,0.365,0.357,0.008000000000000007
"Crawford, Brandon","543063","2021","549","383",0.298,0.259,0.03899999999999998,0.522,0.492,0.030000000000000027,0.377,0.356,0.02100000000000002
"Cron, C.J.","543068","2021","547","357",0.281,0.261,0.020000000000000018,0.53,0.481,0.049000000000000044,0.383,0.364,0.019000000000000017
"Báez, Javier","595879","2021","547","321",0.265,0.237,0.028000000000000025,0.494,0.45,0.043999999999999984,0.344,0.321,0.022999999999999965
"Tatis Jr., Fernando","665487","2021","546","329",0.282,0.279,0.002999999999999947,0.611,0.615,-0.0040000000000000036,0.403,0.407,-0.003999999999999948
"Smith, Pavin","656976","2021","545","393",0.267,0.258,0.009000000000000008,0.404,0.402,0.0020000000000000018,0.318,0.317,0.0010000000000000009
"Grichuk, Randal","545341","2021","545","401",0.241,0.234,0.0069999999999999785,0.423,0.402,0.020999999999999963,0.3,0.297,0.0030000000000000027
"Dozier, Hunter","641531","2021","543","339",0.216,0.224,-0.008000000000000007,0.394,0.388,0.006000000000000005,0.293,0.299,-0.006000000000000005
"Donaldson, Josh","518626","2021","543","351",0.247,0.269,-0.02200000000000002,0.475,0.542,-0.06700000000000006,0.353,0.388,-0.03500000000000003
"Gurriel Jr., Lourdes","666971","2021","541","405",0.276,0.272,0.0040000000000000036,0.466,0.462,0.0040000000000000036,0.333,0.339,-0.006000000000000005
"Díaz, Yandy","650490","2021","541","384",0.256,0.254,0.0020000000000000018,0.387,0.399,-0.01200000000000001,0.325,0.332,-0.007000000000000006
"Andrus, Elvis","462101","2021","541","423",0.243,0.273,-0.030000000000000027,0.32,0.375,-0.05499999999999999,0.27,0.308,-0.03799999999999998
"Rojas, Miguel","500743","2021","539","423",0.265,0.249,0.016000000000000014,0.392,0.345,0.04700000000000004,0.311,0.292,0.019000000000000017
"Peralta, David","444482","2021","538","397",0.259,0.243,0.016000000000000014,0.402,0.345,0.05700000000000005,0.314,0.293,0.02100000000000002
"Benintendi, Andrew","643217","2021","538","403",0.276,0.261,0.015000000000000013,0.442,0.456,-0.014000000000000012,0.328,0.331,-0.0030000000000000027
"Realmuto, J.T.","592663","2021","537","349",0.263,0.253,0.010000000000000009,0.439,0.416,0.02300000000000002,0.336,0.329,0.007000000000000006
"O'Neill, Tyler","641933","2021","537","318",0.286,0.279,0.006999999999999951,0.56,0.582,-0.02199999999999991,0.384,0.392,-0.008000000000000007
"Happ, Ian","664023","2021","535","312",0.226,0.22,0.006000000000000005,0.434,0.396,0.03799999999999998,0.328,0.317,0.01100000000000001
"Tapia, Raimel","606132","2021","533","422",0.273,0.241,0.03200000000000003,0.372,0.308,0.064,0.305,0.273,0.03199999999999997
"Votto, Joey","458015","2021","533","325",0.266,0.274,-0.008000000000000007,0.563,0.592,-0.029000000000000026,0.391,0.406,-0.015000000000000013
"Sanó, Miguel","593934","2021","532","288",0.223,0.216,0.007000000000000006,0.466,0.439,0.027000000000000024,0.332,0.322,0.010000000000000009
"Yastrzemski, Mike","573262","2021","532","341",0.224,0.221,0.0030000000000000027,0.457,0.431,0.026000000000000023,0.326,0.318,0.008000000000000007
"Hays, Austin","669720","2021","529","385",0.256,0.245,0.01100000000000001,0.461,0.432,0.029000000000000026,0.328,0.316,0.01200000000000001
"Farmer, Kyle","571657","2021","529","392",0.263,0.252,0.01100000000000001,0.416,0.383,0.032999999999999974,0.316,0.302,0.014000000000000012
"Taylor, Michael A.","572191","2021","528","346",0.244,0.246,-0.0020000000000000018,0.356,0.39,-0.03400000000000003,0.286,0.3,-0.014000000000000012
"Grisham, Trent","663757","2021","527","348",0.242,0.241,0.0010000000000000009,0.413,0.368,0.044999999999999984,0.32,0.309,0.01100000000000001
"Cabrera, Miguel","408234","2021","526","363",0.256,0.234,0.021999999999999992,0.386,0.42,-0.033999999999999975,0.305,0.315,-0.010000000000000009
"Marte, Starling","516782","2021","526","371",0.31,0.277,0.032999999999999974,0.458,0.438,0.020000000000000018,0.364,0.347,0.017000000000000015
"Lindor, Francisco","596019","2021","524","365",0.23,0.254,-0.023999999999999994,0.412,0.45,-0.038000000000000034,0.317,0.344,-0.02699999999999997
"Torres, Gleyber","650402","2021","516","361",0.259,0.265,-0.006000000000000005,0.366,0.423,-0.056999999999999995,0.307,0.331,-0.02400000000000002
"García, Avisaíl","541645","2021","515","345",0.262,0.278,-0.016000000000000014,0.49,0.514,-0.02400000000000002,0.346,0.366,-0.020000000000000018
"Lowrie, Jed","476704","2021","512","353",0.245,0.259,-0.014000000000000012,0.398,0.464,-0.066,0.311,0.343,-0.03200000000000003
"Solak, Nick","669256","2021","511","355",0.242,0.238,0.0040000000000000036,0.362,0.361,0.0010000000000000009,0.299,0.299,0
"Iglesias, Jose","578428","2021","511","409",0.271,0.27,0.0010000000000000009,0.391,0.366,0.025000000000000022,0.304,0.297,0.007000000000000006
"Aguilar, Jesús","542583","2021","510","363",0.261,0.26,0.0010000000000000009,0.459,0.453,0.006000000000000005,0.334,0.334,0
"Brantley, Michael","488726","2021","508","417",0.311,0.312,-0.0010000000000000009,0.437,0.466,-0.029000000000000026,0.347,0.361,-0.014000000000000012
"Chisholm Jr., Jazz","665862","2021","507","324",0.248,0.238,0.010000000000000009,0.425,0.409,0.016000000000000014,0.312,0.307,0.0050000000000000044
"Villar, Jonathan","542340","2021","505","324",0.249,0.235,0.014000000000000012,0.416,0.388,0.02799999999999997,0.32,0.307,0.013000000000000012
"Smith, Will","669257","2021","501","324",0.258,0.25,0.008000000000000007,0.495,0.472,0.02300000000000002,0.364,0.364,0
"Wendle, Joey","621563","2021","501","350",0.265,0.238,0.027000000000000024,0.422,0.356,0.066,0.317,0.286,0.031000000000000028
"Myers, Wil","571976","2021","500","305",0.256,0.218,0.038000000000000006,0.434,0.37,0.064,0.33,0.295,0.03500000000000003
"Vázquez, Christian","543877","2021","498","379",0.258,0.235,0.02300000000000002,0.352,0.337,0.014999999999999958,0.289,0.276,0.012999999999999956
"Hampson, Garrett","641658","2021","494","340",0.234,0.236,-0.001999999999999974,0.38,0.374,0.006000000000000005,0.288,0.291,-0.0030000000000000027
"Smith, Dominic","642086","2021","493","340",0.244,0.262,-0.018000000000000016,0.363,0.42,-0.056999999999999995,0.291,0.325,-0.03400000000000003
"Herrera, Odúbel","546318","2021","492","379",0.26,0.252,0.008000000000000007,0.416,0.378,0.03799999999999998,0.312,0.302,0.010000000000000009
"Wong, Kolten","543939","2021","492","365",0.272,0.251,0.02100000000000002,0.447,0.382,0.065,0.337,0.308,0.029000000000000026
"Kepler, Max","596146","2021","490","334",0.211,0.255,-0.04400000000000001,0.413,0.452,-0.039000000000000035,0.309,0.347,-0.03799999999999998
"Winker, Jesse","608385","2021","485","348",0.305,0.295,0.010000000000000009,0.556,0.524,0.03200000000000003,0.403,0.39,0.013000000000000012
"Contreras, Willson","575929","2021","483","279",0.237,0.24,-0.0030000000000000027,0.438,0.448,-0.010000000000000009,0.337,0.346,-0.008999999999999952
"Pederson, Joc","592626","2021","481","317",0.238,0.244,-0.006000000000000005,0.422,0.441,-0.019000000000000017,0.315,0.333,-0.018000000000000016
"Arraez, Luis","650333","2021","479","386",0.294,0.295,-0.0010000000000000009,0.376,0.411,-0.034999999999999976,0.321,0.337,-0.016000000000000014
"Conforto, Michael","624424","2021","479","304",0.232,0.253,-0.02099999999999999,0.384,0.436,-0.05199999999999999,0.322,0.35,-0.02799999999999997
"Yelich, Christian","592885","2021","475","289",0.248,0.254,-0.006000000000000005,0.373,0.392,-0.019000000000000017,0.325,0.337,-0.01200000000000001
"García, Leury","544725","2021","474","332",0.267,0.24,0.027000000000000024,0.376,0.336,0.03999999999999998,0.312,0.291,0.02100000000000002
"Molina, Yadier","425877","2021","473","364",0.252,0.255,-0.0030000000000000027,0.37,0.406,-0.03600000000000003,0.29,0.306,-0.016000000000000014
"Ahmed, Nick","605113","2021","473","333",0.221,0.208,0.013000000000000012,0.339,0.29,0.049000000000000044,0.269,0.249,0.020000000000000018
"Schwarber, Kyle","656941","2021","471","274",0.266,0.265,0.0010000000000000009,0.554,0.565,-0.010999999999999899,0.392,0.399,-0.007000000000000006
"Vaughn, Andrew","683734","2021","469","321",0.235,0.243,-0.008000000000000007,0.396,0.434,-0.03799999999999998,0.306,0.332,-0.026000000000000023
"Reyes, Franmil","614177","2021","466","272",0.254,0.246,0.008000000000000007,0.522,0.512,0.010000000000000009,0.354,0.353,0.0010000000000000009
"Margot, Manuel","622534","2021","464","356",0.254,0.268,-0.014000000000000012,0.382,0.397,-0.015000000000000013,0.301,0.318,-0.017000000000000015
"Baddoo, Akil","668731","2021","461","294",0.259,0.227,0.032,0.436,0.403,0.032999999999999974,0.329,0.309,0.020000000000000018
"Gardner, Brett","458731","2021","461","298",0.222,0.219,0.0030000000000000027,0.362,0.322,0.03999999999999998,0.305,0.296,0.009000000000000008
"Posey, Buster","457763","2021","454","310",0.304,0.281,0.022999999999999965,0.499,0.469,0.030000000000000027,0.379,0.361,0.018000000000000016
"Naquin, Tyler","571980","2021","454","308",0.27,0.264,0.006000000000000005,0.477,0.459,0.01799999999999996,0.345,0.34,0.004999999999999949
"Dalbec, Bobby","666915","2021","453","262",0.24,0.236,0.0040000000000000036,0.494,0.522,-0.028000000000000025,0.334,0.344,-0.009999999999999953
"Simmons, Andrelton","592743","2021","451","354",0.223,0.23,-0.007000000000000006,0.274,0.281,-0.007000000000000006,0.252,0.261,-0.009000000000000008
"Castro, Willi","650489","2021","450","310",0.22,0.244,-0.023999999999999994,0.351,0.364,-0.013000000000000012,0.271,0.291,-0.019999999999999962
"Murphy, Sean","669221","2021","448","282",0.216,0.24,-0.023999999999999994,0.405,0.441,-0.035999999999999976,0.309,0.337,-0.028000000000000025
"Walker, Christian","572233","2021","445","297",0.244,0.249,-0.0050000000000000044,0.382,0.386,-0.0040000000000000036,0.304,0.311,-0.007000000000000006
"Narváez, Omar","553882","2021","445","313",0.266,0.235,0.031000000000000028,0.402,0.369,0.03300000000000003,0.322,0.304,0.018000000000000016
"Hoskins, Rhys","656555","2021","443","283",0.247,0.249,-0.0020000000000000018,0.53,0.564,-0.03399999999999992,0.364,0.378,-0.014000000000000012
"Urshela, Gio","570482","2021","442","312",0.267,0.252,0.015000000000000013,0.419,0.415,0.0040000000000000036,0.309,0.304,0.0050000000000000044
"Sánchez, Gary","596142","2021","440","262",0.204,0.228,-0.02400000000000002,0.423,0.452,-0.029000000000000026,0.314,0.336,-0.02200000000000002
"Santander, Anthony","623993","2021","438","310",0.241,0.269,-0.028000000000000025,0.433,0.446,-0.013000000000000012,0.307,0.328,-0.02100000000000002
"Flores, Wilmer","527038","2021","436","336",0.262,0.238,0.02400000000000002,0.447,0.4,0.046999999999999986,0.337,0.312,0.025000000000000022
"Bradley Jr., Jackie","598265","2021","428","258",0.163,0.194,-0.031,0.261,0.29,-0.02899999999999997,0.224,0.253,-0.028999999999999998
"Stallings, Jacob","607732","2021","427","291",0.246,0.245,0.0010000000000000009,0.369,0.369,0,0.312,0.314,-0.0020000000000000018
"McNeil, Jeff","643446","2021","426","329",0.251,0.257,-0.006000000000000005,0.36,0.387,-0.027000000000000024,0.301,0.315,-0.014000000000000012
"Maldonado, Martín","455117","2021","426","247",0.172,0.183,-0.01100000000000001,0.3,0.312,-0.01200000000000001,0.258,0.267,-0.009000000000000008
"Pollock, AJ","572041","2021","422","306",0.297,0.282,0.015000000000000013,0.536,0.499,0.03700000000000003,0.375,0.359,0.016000000000000014
"Severino, Pedro","600474","2021","419","275",0.248,0.249,-0.0010000000000000009,0.383,0.401,-0.018000000000000016,0.299,0.311,-0.01200000000000001
"Bohm, Alec","664761","2021","417","273",0.247,0.261,-0.014000000000000012,0.342,0.392,-0.04999999999999999,0.285,0.313,-0.028000000000000025
"Rodgers, Brendan","663898","2021","415","305",0.284,0.253,0.030999999999999972,0.47,0.414,0.055999999999999994,0.341,0.311,0.030000000000000027
"Rosario, Eddie","592696","2021","412","324",0.259,0.255,0.0040000000000000036,0.435,0.427,0.008000000000000007,0.316,0.319,-0.0030000000000000027
"McCann, James","543510","2021","412","263",0.232,0.219,0.013000000000000012,0.349,0.339,0.009999999999999953,0.281,0.28,0.0010000000000000009
"Profar, Jurickson","595777","2021","412","291",0.227,0.238,-0.010999999999999982,0.32,0.323,-0.0030000000000000027,0.293,0.302,-0.009000000000000008
"Seager, Corey","608369","2021","409","290",0.306,0.295,0.01100000000000001,0.521,0.53,-0.009000000000000008,0.389,0.392,-0.0030000000000000027
"Gregorius, Didi","544369","2021","408","308",0.209,0.225,-0.016000000000000014,0.37,0.329,0.04099999999999998,0.275,0.275,0
"Franco, Maikel","596748","2021","403","313",0.21,0.224,-0.014000000000000012,0.355,0.344,0.01100000000000001,0.263,0.27,-0.007000000000000006
"DeJong, Paul","657557","2021","402","255",0.197,0.211,-0.013999999999999985,0.39,0.416,-0.025999999999999968,0.293,0.312,-0.019000000000000017
"Stephenson, Tyler","663886","2021","402","280",0.286,0.257,0.02899999999999997,0.431,0.391,0.03999999999999998,0.346,0.324,0.021999999999999964
"Bader, Harrison","664056","2021","401","284",0.267,0.227,0.04000000000000001,0.46,0.388,0.07200000000000001,0.331,0.29,0.041000000000000036
"Gamel, Ben","592325","2021","400","241",0.247,0.23,0.016999999999999987,0.388,0.373,0.015000000000000013,0.322,0.315,0.007000000000000006
"Bregman, Alex","608324","2021","400","299",0.27,0.258,0.01200000000000001,0.422,0.417,0.0050000000000000044,0.336,0.332,0.0040000000000000036
"Kemp, Tony","643393","2021","397","288",0.279,0.25,0.029000000000000026,0.418,0.349,0.069,0.351,0.321,0.02999999999999997
"Hayes, Ke'Bryan","663647","2021","396","277",0.257,0.249,0.008000000000000007,0.373,0.369,0.0040000000000000036,0.301,0.299,0.0020000000000000018
